Text,Label
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.",1
"She wants to go to a single-payer plan, which would be a disaster, somewhat similar to Canada.",1
"As an example, in San Bernardino, many people saw the bombs all over the apartment of the two people that killed 14 and wounded many, many people.",1
I was against -- I was against the war in Iraq.,1
"But I notice, anytime anything wrong happens, they like to say the Russians are -- she doesn't know if it's the Russians doing the hacking.",1
"And I will tell you, Hillary Clinton is raising your taxes, folks.",1
She's raising your taxes really high.,1
But she is raising your taxes and I'm lowering your taxes.,1
But she is raising everybody's taxes massively.,1
"And, indeed, the way that he talks about his tax cuts would end up raising taxes on middle-class families, millions of middle-class families.",1
"And I think it's been unfortunate, but it's happened, that since the Great Recession, the gains have all gone to the top.",1
"I mean, her and Obama, whether you like it or not, the way they got out of Iraq, the vacuum they've left, that's why ISIS formed in the first place.",1
That's how we got a treaty reducing nuclear weapons.,1
"And, by the way, ISIS has a good chunk of their oil.",1
"Because NAFTA, signed by her husband, is perhaps the greatest disaster trade deal in the history of the world.",1
It stripped us of manufacturing jobs.,1
"In the days after the first debate, you sent out a series of tweets from 3 a.m. to 5 a.m., including one that told people to check out a sex tape.",1
Ambassador Stevens -- Ambassador Stevens sent 600 requests for help.,1
Hillary Clinton wants to put all the miners out of business.,1
"You know, because it sounds like you're in the business or you're aware of people in the business -- you know that we are now for the first time ever energy-independent.",1
Our budget calls for one of the single largest increases in defense spending history in this country.,1
We’re going to put our auto industry back to work.,1
"Already because of this new business climate, we are creating jobs that are starting to pour back into our country like we haven’t seen in many, many decades.",1
"In the first two job reports since I took the oath of office, we’ve already added nearly half a million new jobs, and believe me, it’s just beginning.",1
I’ve also directed that new pipelines must be constructed with American steel.,1
We have seen the devastation from 9/11 to Boston to San Bernardino — hundreds upon hundreds of people from outside our country have been convicted of terrorism-related offenses in the United States courts.,1
Right now we have investigations going on all over — hundreds of refugees are under federal investigation for terrorism and related reasons.,1
Jobs are pouring out of the country.,1
Got 306 Electoral College votes.,1
I guess it was the biggest Electoral College win since Ronald Reagan.,1
"In fact, we had to go quicker than we thought because of the bad decision we received from a circuit that has been overturned at a record number.",1
"Since my election, Ford announced it will abandon its plans to build a new factory in Mexico and will instead invest $700 million in Michigan, creating many, many jobs.",1
"Fiat-Chrysler announced it will invest $1 billion in Ohio and Michigan, creating 2,000 new American jobs.",1
Intel just announced that it will move ahead with a new plant in Arizona that probably was never going to move ahead with.,1
"And that will result in at least 10,000 American jobs.",1
"Walmart announced it will create 10,000 jobs in the United States just this year because of our various plans and initiatives.",1
"People — I mean, you have a lower approval rate than Congress.",1
"They’re giving stuff — what was said at an office about Hillary cheating on the debates — which, by the way, nobody mentions.",1
Nobody mentions that Hillary received the questions to the debates.,1
We had Hillary Clinton give Russia 20 percent of the uranium in our country.,1
Hillary Clinton gave them 20 percent of our uranium.,1
We’ve defended the borders of other nations while leaving our own borders wide open for anyone to cross and for drugs to pour in at a now unprecedented rate.,1
"Since my election, Ford, Fiat-Chrysler, General Motors, Sprint, Softbank, Lockheed, Intel, Walmart, and many others, have announced that they will invest billions of dollars in the United States and will create tens of thousands of new American jobs.",1
"It is not compassionate, but reckless, to allow uncontrolled entry from places where proper vetting cannot occur.",1
"It is not compassionate, but reckless to allow uncontrolled entry from places where proper vetting cannot occur.",1
Ninety-four million Americans are out of the labor force.,1
More than 1 in 5 people in their prime working years are not working.,1
"According to the National Academy of Sciences, our current immigration system costs America’s taxpayers many billions of dollars a year.",1
"America has spent approximately six trillion dollars in the Middle East, all this while our infrastructure at home is crumbling.",1
Obamacare premiums nationwide have increased by double and triple digits.,1
"As an example, Arizona went up 116 percent last year alone.",1
Governor Matt Bevin of Kentucky just said Obamacare is failing in his State — it is unsustainable and collapsing.,1
"My administration wants to work with members in both parties to make childcare accessible and affordable, to help ensure new parents that they have paid family leave, to invest in women’s health, and to promote clean air and clear water, and to rebuild our military and our infrastructure.",1
The murder rate in 2015 experienced its largest single-year increase in nearly half a century.,1
— and calls for one of the largest increases in national defense spending in American history.,1
Millions lifted from welfare to work is not too much to expect.,1
So Ford is leaving.,1
"You see that, their small car division leaving.",1
"Thousands of jobs leaving Michigan, leaving Ohio.",1
"He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.",1
"Well, for one thing -- and before we start on that -- my father gave me a very small loan in 1975, and I built it into a company that's worth many, many billions of dollars, with some of the greatest assets in the world, and I say that only because that's the kind of thinking that our country needs.",1
"Independent experts have looked at what I've proposed and looked at what Donald's proposed, and basically they've said this, that if his tax plan, which would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy, were to go into effect, we would lose 3.5 million jobs and maybe have another recession.",1
"They've looked at my plans and they've said, OK, if we can do this, and I intend to get it done, we will have 10 million more new jobs, because we will be making investments where we can grow the economy.",1
Donald thinks that climate change is a hoax perpetrated by the Chinese.,1
"Well, he approved NAFTA...",1
"He approved NAFTA, which is the single worst trade deal ever approved in this country.",1
"Your husband signed NAFTA, which was one of the worst things that ever happened to the manufacturing industry.",1
You called it the gold standard.,1
You called it the gold standard of trade deals.,1
You said it's the finest deal you've ever seen.,1
"When we have a country that's doing so badly, that's being ripped off by every single country in the world, it's the kind of thinking that our country needs, because everybody -- Lester, we have a trade deficit with all of the countries that we do business with, of almost $800 billion a year.",1
"Or maybe he doesn't want the American people, all of you watching tonight, to know that he's paid nothing in federal taxes, because the only years that anybody's ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn't pay any federal income tax.",1
"As far as my tax returns, you don't learn that much from tax returns.",1
"And when we talk about your business, you've taken business bankruptcy six times.",1
"But on occasion, four times, we used certain laws that are there.",1
"In a place like Chicago, where thousands of people have been killed, thousands over the last number of years, in fact, almost 4,000 have been killed since Barack Obama became president, over -- almost 4,000 people in Chicago have been killed.",1
"Stop-and-frisk was ruled unconstitutional in New York, because it largely singled out black and Hispanic young men.",1
"Stop-and-frisk was found to be unconstitutional and, in part, because it was ineffective.",1
"Well, it's also fair to say, if we're going to talk about mayors, that under the current mayor, crime has continued to drop, including murders.",1
Murders are up.,1
"And if you look at CNN this past week, Patti Solis Doyle was on Wolf Blitzer saying that this happened.",1
"Blumenthal sent McClatchy, highly respected reporter at McClatchy, to Kenya to find out about it.",1
"Sidney Blumenthal sent a reporter -- you just have to take a look at CNN, the last week, the interview with your former campaign manager.",1
"And now they have the oil all over the place, including the oil -- a lot of the oil in Libya, which was another one of her disasters.",1
"I think we have to get NATO to go into the Middle East with us, in addition to surrounding nations, and we have to knock the hell out of ISIS, and we have to do it fast, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton.",1
"And believe me, you were the ones that took out the troops.",1
"Not only that, you named the day.",1
I was against the war in Iraq.,1
"And Sean Hannity said -- and he called me the other day -- and I spoke to him about it -- he said you were totally against the war, because he was for the war.",1
I was against the war.,1
"One of the great giveaways of all time, of all time, including $400 million in cash.",1
"It was actually $1.7 billion in cash, obviously, I guess for the hostages.",1
women don't deserve equal pay unless they do as good a job as men.,1
"Before we discuss the Paris Accord, I’d like to begin with an update on our tremendous — absolutely tremendous — economic progress since Election Day on November 8th.",1
"The economy is starting to come back, and very, very rapidly.",1
"We’ve added $3.3 trillion in stock market value to our economy, and more than a million private sector jobs.",1
"I have just returned from a trip overseas where we concluded nearly $350 billion of military and economic development for the United States, creating hundreds of thousands of jobs.",1
"The Paris Climate Accord is simply the latest example of Washington entering into an agreement that disadvantages the United States to the exclusive benefit of other countries, leaving American workers — who I love — and taxpayers to absorb the cost in terms of lost jobs, lower wages, shuttered factories, and vastly diminished economic production.",1
"Thus, as of today, the United States will cease all implementation of the non-binding Paris Accord and the draconian financial and economic burdens the agreement imposes on our country.",1
Compliance with the terms of the Paris Accord and the onerous energy restrictions it has placed on the United States could cost America as much as 2.7 million lost jobs by 2025 according to the National Economic Research Associates.,1
"This includes 440,000 fewer manufacturing jobs — not what we need — believe me, this is not what we need — including automobile jobs, and the further decimation of vital American industries on which countless communities rely.",1
"According to this same study, by 2040, compliance with the commitments put into place by the previous administration would cut production for the following sectors:  paper down 12 percent; cement down 23 percent; iron and steel down 38 percent; coal — and I happen to love the coal miners — down 86 percent; natural gas down 31 percent.",1
"The cost to the economy at this time would be close to $3 trillion in lost GDP and 6.5 million industrial jobs, while households would have $7,000 less income and, in many cases, much worse than that.",1
"As someone who cares deeply about the environment, which I do, I cannot in good conscience support a deal that punishes the United States — which is what it does -– the world’s leader in environmental protection, while imposing no meaningful obligations on the world’s leading polluters.",1
"For example, under the agreement, China will be able to increase these emissions by a staggering number of years — 13.",1
"Further, while the current agreement effectively blocks the development of clean coal in America — which it does, and the mines are starting to open up.",1
China will be allowed to build hundreds of additional coal plants.,1
"So we can’t build the plants, but they can, according to this agreement.",1
And nobody even knows where the money is going to.,1
"Nobody has been able to say, where is it going to?",1
And exiting the agreement protects the United States from future intrusions on the United States’ sovereignty and massive future legal liability.,1
"Believe me, we have massive legal liability if we stay in.",1
"And so when I think about what we need to do, we have 33,000 people a year who die from guns.",1
"And what I was saying that you referenced, Chris, was that I disagreed with the way the court applied the Second Amendment in that case, because what the District of Columbia was trying to do was to protect toddlers from guns and so they wanted people with guns to safely store them.",1
"In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city.",1
"So we have the toughest laws, and you have tremendous gun violence.",1
Donald has said he's in favor of defunding Planned Parenthood.,1
He even supported shutting the government down to defund Planned Parenthood.,1
"And, indeed, he said women should be punished, that there should be some form of punishment for women who obtain abortions.",1
"If you go with what Hillary is saying, in the ninth month, you can take the baby and rip the baby out of the womb of the mother just prior to the birth of the baby.",1
"But it's not OK with me, because based on what she's saying, and based on where she's going, and where she's been, you can take the baby and rip the baby out of the womb in the ninth month on the final day.",1
"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",1
It's a disaster.,1
He used undocumented labor to build the Trump Tower.,1
"He underpaid undocumented workers, and when they complained, he basically said what a lot of employers do: ""You complain, I'll get you deported.""",1
"Very unfair that somebody runs across the border, becomes a citizen, under her plan, you have open borders.",1
But what she doesn't say is that President Obama has deported millions and millions of people just the way it is.,1
My dream is a hemispheric common market with open trade and open borders.,1
"You know, we trade more energy with our neighbors than we trade with the rest of the world combined.",1
"that the Russians have engaged in cyberattacks against the United States of America, that you encouraged espionage against our people, that you are willing to spout the Putin line, sign up for his wish list, break up NATO, do whatever he wants to do, and that you continue to get help from him, because he has a very clear favorite in this race.",1
"We have 17 -- 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin and they are designed to influence our election.",1
"She has no idea whether it's Russia, China, or anybody else.",1
"advocated more countries getting them, Japan, Korea, even Saudi Arabia.",1
"He said, well, if we have them, why don't we use them, which I think is terrifying.",1
"All I said is, we have to renegotiate these agreements, because our country cannot afford to defend Saudi Arabia, Japan, Germany, South Korea, and many other places.",1
There's no quote.,1
You're not going to find a quote from me.,1
"about a potential nuclear -- nuclear competition in Asia, you said, you know, go ahead, enjoy yourselves, folks.",1
That is a plan that has been analyzed by independent experts which said that it could produce 10 million new jobs.,1
"By contrast, Donald's plan has been analyzed to conclude it might lose 3.5 million jobs.",1
"We will have a massive, massive tax increase under Hillary Clinton's plan.",1
"We have, during his regime, during President Obama's regime, we've doubled our national debt.",1
We're up to $20 trillion.,1
"Our jobs are being taken out by the deal that her husband signed, NAFTA, one of the worst deals ever.",1
Our jobs are being sucked out of our economy.,1
Our jobs have fled to Mexico and other places.,1
I also will not add a penny to the debt.,1
"He will, through his massive tax cuts, add $20 trillion to the debt.",1
She lied when she said she didn't call it the gold standard in one of the debates.,1
She totally lied.,1
She did call it the gold standard.,1
"Well, first, let me say, number one, when I saw the final agreement for TPP, I said I was against it.",1
"Just like when you ran the State Department, $6 billion was missing.",1
How do you miss $6 billion?,1
"You ran the State Department, $6 billion was either stolen.",1
"It's gone, $6 billion.",1
He was borrowing $14 million from his father to start his businesses.,1
I started with a $1 million loan.,1
It's a $1 million loan.,1
"She gave us ISIS, because her and Obama created this huge vacuum, and a small group came out of that huge vacuum because when -- we should never have been in Iraq, but once we were there, we should have never got out the way they wanted to get out.",1
She gave us ISIS as sure as you are sitting there.,1
"Well, first of all, those stories have been largely debunked.",1
"I would say the only way -- because those stories are all totally false, I have to say that.",1
I didn't know any of these -- I didn't see these women.,1
"Well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted.",1
"He went on to say, ""Look at her.",1
"I don't think so.""",1
"About another woman, he said, ""That wouldn't be my first choice.""",1
"And frankly, those stories have been largely debunked.",1
"But I will tell you what isn't fictionalized are her e-mails, where she destroyed 33,000 e-mails criminally, criminally, after getting a subpoena from the United States Congress.",1
"Well, very quickly, we at the Clinton Foundation spend 90 percent -- 90 percent of all the money that is donated on behalf of programs of people around the world and in our own country.",1
We have the highest rating from the watchdogs that follow foundations.,1
"The money goes 100 percent -- 100 percent goes to different charities, including a lot of military.",1
I don't get anything.,1
I don't buy boats.,1
I don't buy planes.,1
What happens -- the money goes to them.,1
"Wasn't some of the money used to settle your lawsuits, sir?",1
"No, it was -- we put up the American flag.",1
"But there was a penalty that was imposed by Palm Beach County, and the money came from your foundation...",1
But what is really troubling is that we learned in the last debate he has not paid a penny in federal income tax.,1
"So let me just tell you very quickly, we're entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges, and we do it.",1
"And all of her donors -- just about all of them -- I know Buffett took hundreds of millions of dollars, Soros, George Soros, took hundreds of millions of dollars...",1
"If you look -- excuse me, Chris -- if you look at your voter rolls, you will see millions of people that are registered to vote -- millions, this isn't coming from me -- this is coming from Pew Report and other places -- millions of people that are registered to vote that shouldn't be registered to vote.",1
"before the invasion, he supported it.",1
And you will see the dozens of sources which verify that he was for the invasion of Iraq.,1
"It's -- the premiums are going up 60 percent, 70 percent, 80 percent.",1
Next year they're going to go up over 100 percent.,1
"We take care of illegal immigrants, people that come into the country illegally, better than we take care of our vets.",1
"Throughout the year, we have seen Democrats across the country uniting around a new legislative proposal that would end Medicare as we know it and take away benefits that seniors have paid for their entire lives.",1
"Dishonestly called “Medicare for All,” the Democratic proposal would establish a government-run, single-payer health care system that eliminates all private and employer-based health care plans and would cost an astonishing $32.6 trillion during its first 10 years.",1
"As a candidate, I promised that we would protect coverage for patients with pre-existing conditions and create new health care insurance options that would lower premiums.",1
"I have kept that promise, and we are now seeing health insurance premiums coming down.",1
I also made a solemn promise to our great seniors to protect Medicare.,1
Democrats have already harmed seniors by slashing Medicare by more than $800 billion over 10 years to pay for Obamacare.,1
"By eliminating Medicare as a program for seniors, and outlawing the ability of Americans to enroll in private and employer-based plans, the Democratic plan would inevitably lead to the massive rationing of health care.",1
"Unfortunately, they would be wrong: 123 Democrats in the House of Representatives — 64 percent of House Democrats — as well as 15 Democrats in the Senate have already formally co-sponsored this legislation.",1
Democrats want open-borders socialism.,1
"Indeed, the Democrats' commitment to government-run health care is all the more menacing to our seniors and our economy when paired with some Democrats' absolute commitment to end enforcement of our immigration laws by abolishing Immigration and Customs Enforcement.",1
Today’s Democratic Party is for open-borders socialism.,1
U.S. Steel is opening up a minimum of eight plants.,1
"But here, there was nothing to investigate from at least one standpoint.",1
They didn’t know the location.,1
They didn’t know the time.,1
They didn’t know the year.,1
They didn’t know anything.,1
"If you look at what Joe Biden said, he said, ""They don’t do this""",1
"You can check with Fox, because they covered it very strongly — who got paid.",1
I was accused by four or five women who got paid a lot of money to make up stories about me.,1
"But one had a mortgage paid off her house, $52,000.",1
They took money in order to say bad things.,1
"Because a normal, regular, political person that has no concept of what the hell he’s doing would let China continue to take $500 billion a year out of our country and rebuild their country.",1
"If you look at McCabe taking $700,000 from a Hillary Clinton-PAC essentially run by Terry McAuliffe, who’s her best friend in the world, and he gives them hundreds of thousands of dollars.",1
We’re getting another $1.6 billion in borders.,1
We’ve spent $3.2 [billion] and we’re getting another $1.6 [billion].,1
Dairy products — 300 percent.,1
Three hundred percent.,1
"It’s — basically, they’re saying, ""We don’t have any barriers. By the way, it’s 300 percent""",1
"They’re having riots in every city, far greater than they were during the green period with President Obama.",1
"When President Obama stuck up for government, not the people.",1
"Saying about, ""Oh, you got to stop Trump. You got to stop him. You got to vote against him""",1
Because they had a VAT tax of 17 percent and nobody from this country knew that.,1
And the Los Angeles Times has us 6 points up nationwide.,1
And for the most part we haven’t even started spending our money yet.,1
We have a president — and frankly Hillary — who don’t use the words radical Islamic terrorism.,1
"They’re concerned and loving citizens whose hearts break every time an innocent child is killed, violently, on the streets, which is happening all over our country.",1
Now you know she’s very much against the Second Amendment.,1
She wants to destroy your Second Amendment.,1
She doesn’t want guns.,1
It’s the same reason why she won’t take responsibility for her central role in unleashing ISIS all over the world.,1
Her policies have created disaster overseas and poverty at home.,1
Fifty-eight percent of African-American youth are not working.,1
Can’t get a job.,1
We lost our jobs.,1
It got worse.,1
"Far worse now, it’s a total catastrophe.",1
And she does not have the energy.,1
And in my opinion she is totally unfit to be the president of the United States.,1
"If we lower our taxes and we’re getting a massive tax reduction — and by the way, Hillary Clinton is raising your taxes substantially.",1
This alone will instantly save another two million jobs.,1
"And by the way, on Nov. 1, just before the election on Nov. 8, new numbers are coming out which will show 40, 50, 60 percent increases.",1
They want to delay it until after the election because it’s election — it’s a disaster.,1
Bill Clinton.,1
You look at all of these different places have been destroyed.,1
Absolutely destroyed.,1
And we’re bringing our education local.,1
Since President Obama came into office another two million Hispanic Americans have fallen into poverty.,1
You ever see her 18-minute speech?,1
"And frankly, when they spend hundreds of millions of dollars on advertising I don’t have to because I do it the old fashioned way.",1
Now that is a first in the history of Air Force One.,1
Air Force One has never been treated so badly in its long and incredible history.,1
Nobody had guns on the other side.,1
